match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
56th match,Sunrisers,Mumbai,May 17,2015,Mumbai,9 wickets,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-mumbai-indians-56th-match-829815/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
52nd match,Sunrisers,RCB,May 15,2015,RCB,6 wickets,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-royal-challengers-bangalore-52nd-match-829807/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
48th match,Sunrisers,Kings XI,May 11,2015,Sunrisers,5 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-kings-xi-punjab-48th-match-829799/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
45th match,Sunrisers,Daredevils,May 09,2015,Sunrisers,6 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/delhi-daredevils-vs-sunrisers-hyderabad-45th-match-829793/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
41st match,Sunrisers,Royals,May 07,2015,Sunrisers,7 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/rajasthan-royals-vs-sunrisers-hyderabad-41st-match-829787/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
38th match,Sunrisers,KKR,May 04,2015,KKR,35 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-sunrisers-hyderabad-38th-match-829781/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
34th match,Sunrisers,Super Kings,May 02,2015,Sunrisers,22 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-chennai-super-kings-34th-match-829773/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
27th match,Sunrisers,Kings XI,April 27,2015,Sunrisers,20 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kings-xi-punjab-vs-sunrisers-hyderabad-27th-match-829759/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
23rd match,Sunrisers,Mumbai,April 25,2015,Mumbai,20 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/mumbai-indians-vs-sunrisers-hyderabad-23rd-match-829751/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
19th match,Sunrisers,KKR,April 22,2015,Sunrisers,16 runs,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-kolkata-knight-riders-19th-match-829743/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
