data,scorecard
"May 27, 2011, 2nd Qualifying Final, Mumbai vs RCB
RCB won by 43 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-royal-challengers-bangalore-2nd-qualifying-final-501270/full-scorecard
"May 25, 2011, Elimination Final, Mumbai vs KKR
Mumbai won by 4 wickets (with 4 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kolkata-knight-riders-elimination-final-501269/full-scorecard
"May 22, 2011, 70th match, Mumbai vs KKR
Mumbai won by 5 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-mumbai-indians-70th-match-501267/full-scorecard
"May 20, 2011, 66th match, Mumbai vs Royals
Royals won by 10 wickets (with 41 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-rajasthan-royals-66th-match-501263/full-scorecard
"May 14, 2011, 59th match, Mumbai vs Chargers
Chargers won by 10 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-deccan-chargers-59th-match-501256/full-scorecard
"May 10, 2011, 54th match, Mumbai vs Kings XI
Kings XI won by 76 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
"May 07, 2011, 49th match, Mumbai vs Daredevils
Mumbai won by 32 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
"May 04, 2011, 44th match, Mumbai vs Warriors
Mumbai won by 21 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
"May 02, 2011, 40th match, Mumbai vs Kings XI
Mumbai won by 23 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
"April 29, 2011, 34th match, Mumbai vs Royals
Royals won by 7 wickets (with 11 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
"April 24, 2011, 27th match, Mumbai vs Chargers
Mumbai won by 37 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-mumbai-indians-27th-match-501224/full-scorecard
"April 22, 2011, 25th match, Mumbai vs Super Kings
Mumbai won by 8 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-chennai-super-kings-25th-match-501221/full-scorecard
"April 20, 2011, 21st match, Mumbai vs Warriors
Mumbai won by 7 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-pune-warriors-21st-match-501218/full-scorecard
"April 15, 2011, 13th match, Mumbai vs Kochi
Kochi won by 8 wickets (with 6 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kochi-tuskers-kerala-13th-match-501210/full-scorecard
"April 12, 2011, 8th match, Mumbai vs RCB
Mumbai won by 9 wickets (with 9 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-mumbai-indians-8th-match-501205/full-scorecard
"April 10, 2011, 4th match, Mumbai vs Daredevils
Mumbai won by 8 wickets (with 19 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-mumbai-indians-4th-match-501201/full-scorecard
