data,scorecard
"May 21, 2011, 68th match, Warriors vs Daredevils
No result",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-pune-warriors-68th-match-501265/full-scorecard
"May 19, 2011, 65th match, Warriors vs KKR
KKR won by 7 wickets (with 20 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-kolkata-knight-riders-65th-match-501262/full-scorecard
"May 16, 2011, 62nd match, Warriors vs Chargers
Chargers won by 6 wickets (with 4 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-deccan-chargers-62nd-match-501259/full-scorecard
"May 10, 2011, 53rd match, Warriors vs Chargers
Warriors won by 6 wickets (with 10 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
"May 08, 2011, 51st match, Warriors vs Kings XI
Warriors won by 5 wickets (with 17 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
"May 04, 2011, 44th match, Warriors vs Mumbai
Mumbai won by 21 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
"May 01, 2011, 38th match, Warriors vs Royals
Royals won by 6 wickets (with 3 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
"April 29, 2011, 35th match, Warriors vs RCB
RCB won by 26 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
"April 27, 2011, 31st match, Warriors vs Super Kings
Super Kings won by 8 wickets (with 3 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-chennai-super-kings-31st-match-501228/full-scorecard
"April 25, 2011, 29th match, Warriors vs Super Kings
Super Kings won by 25 runs",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-pune-warriors-29th-match-501226/full-scorecard
"April 20, 2011, 21st match, Warriors vs Mumbai
Mumbai won by 7 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-pune-warriors-21st-match-501218/full-scorecard
"April 17, 2011, 16th match, Warriors vs Daredevils
Daredevils won by 3 wickets (with 4 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-delhi-daredevils-16th-match-501213/full-scorecard
"April 13, 2011, 10th match, Warriors vs Kochi
Warriors won by 4 wickets (with 7 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-kochi-tuskers-kerala-10th-match-501207/full-scorecard
"April 10, 2011, 5th match, Warriors vs Kings XI
Warriors won by 7 wickets (with 41 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-kings-xi-punjab-5th-match-501202/full-scorecard
