data,scorecard
"October 13, 2021, Qualifier 2, Capitals vs KKR
KKR won by 3 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-kolkata-knight-riders-qualifier-2-1254116/full-scorecard
"October 10, 2021, Qualifier 1, Capitals vs Super Kings
Super Kings won by 4 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-chennai-super-kings-qualifier-1-1254114/full-scorecard
"October 08, 2021, 56th Match, Capitals vs RCB
RCB won by 7 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/royal-challengers-bangalore-vs-delhi-capitals-56th-match-1254101/full-scorecard
"October 04, 2021, 50th Match, Capitals vs Super Kings
Capitals won by 3 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-chennai-super-kings-50th-match-1254110/full-scorecard
"October 02, 2021, 46th Match, Capitals vs Mumbai
Capitals won by 4 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/mumbai-indians-vs-delhi-capitals-46th-match-1254112/full-scorecard
"September 28, 2021, 41st Match, Capitals vs KKR
KKR won by 3 wickets (with 10 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/kolkata-knight-riders-vs-delhi-capitals-41st-match-1254092/full-scorecard
"September 25, 2021, 36th Match, Capitals vs Royals
Capitals won by 33 runs",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-rajasthan-royals-36th-match-1254097/full-scorecard
"September 22, 2021, 33rd Match, Capitals vs Sunrisers
Capitals won by 8 wickets (with 13 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-sunrisers-hyderabad-33rd-match-1254105/full-scorecard
"May 02, 2021, 29th Match, Capitals vs Punjab Kings
Capitals won by 7 wickets (with 14 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/punjab-kings-vs-delhi-capitals-29th-match-1254086/full-scorecard
"April 29, 2021, 25th Match, Capitals vs KKR
Capitals won by 7 wickets (with 21 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-kolkata-knight-riders-25th-match-1254082/full-scorecard
"April 27, 2021, 22nd Match, Capitals vs RCB
RCB won by 1 run",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-royal-challengers-bangalore-22nd-match-1254079/full-scorecard
"April 25, 2021, 20th Match, Capitals vs Sunrisers
Match tied (Capitals won the one-over eliminator)",https://www.espncricinfo.com/series/ipl-2021-1249214/sunrisers-hyderabad-vs-delhi-capitals-20th-match-1254077/full-scorecard
"April 20, 2021, 13th Match, Capitals vs Mumbai
Capitals won by 6 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-mumbai-indians-13th-match-1254070/full-scorecard
"April 18, 2021, 11th Match, Capitals vs Punjab Kings
Capitals won by 6 wickets (with 10 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/delhi-capitals-vs-punjab-kings-11th-match-1254068/full-scorecard
"April 15, 2021, 7th Match, Capitals vs Royals
Royals won by 3 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/rajasthan-royals-vs-delhi-capitals-7th-match-1254064/full-scorecard
"April 10, 2021, 2nd Match, Capitals vs Super Kings
Capitals won by 7 wickets (with 8 balls remaining)",https://www.espncricinfo.com/series/ipl-2021-1249214/chennai-super-kings-vs-delhi-capitals-2nd-match-1254059/full-scorecard
