data,scorecard
"May 16, 2015, 54th match, KKR vs Royals
Royals won by 9 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/rajasthan-royals-vs-kolkata-knight-riders-54th-match-829811/full-scorecard
"May 14, 2015, 51st match, KKR vs Mumbai
Mumbai won by 5 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/mumbai-indians-vs-kolkata-knight-riders-51st-match-829805/full-scorecard
"May 09, 2015, 44th match, KKR vs Kings XI
KKR won by 1 wicket (with 1 ball remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-kings-xi-punjab-44th-match-829791/full-scorecard
"May 07, 2015, 42nd match, KKR vs Daredevils
KKR won by 13 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-delhi-daredevils-42nd-match-829761/full-scorecard
"May 04, 2015, 38th match, KKR vs Sunrisers
KKR won by 35 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-sunrisers-hyderabad-38th-match-829781/full-scorecard
"May 02, 2015, 33rd match, KKR vs RCB
RCB won by 7 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/royal-challengers-bangalore-vs-kolkata-knight-riders-33rd-match-829771/full-scorecard
"April 30, 2015, 30th match, KKR vs Super Kings
KKR won by 7 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-chennai-super-kings-30th-match-829723/full-scorecard
"April 28, 2015, 28th match, KKR vs Super Kings
Super Kings won by 2 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-kolkata-knight-riders-28th-match-829765/full-scorecard
"April 26, 2015, 25th match, KKR vs Royals
Match abandoned without a ball bowled",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-rajasthan-royals-25th-match-829755/full-scorecard
"April 22, 2015, 19th match, KKR vs Sunrisers
Sunrisers won by 16 runs (D/L method)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/sunrisers-hyderabad-vs-kolkata-knight-riders-19th-match-829743/full-scorecard
"April 20, 2015, 17th match, KKR vs Daredevils
KKR won by 6 wickets (with 11 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/delhi-daredevils-vs-kolkata-knight-riders-17th-match-829739/full-scorecard
"April 18, 2015, 14th match, KKR vs Kings XI
KKR won by 4 wickets (with 13 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kings-xi-punjab-vs-kolkata-knight-riders-14th-match-829733/full-scorecard
"April 11, 2015, 5th match, KKR vs RCB
RCB won by 3 wickets (with 6 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-royal-challengers-bangalore-5th-match-829713/full-scorecard
"April 08, 2015, 1st match, KKR vs Mumbai
KKR won by 7 wickets (with 9 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
