data,scorecard
"May 20, 2012, 72nd match, Royals vs Mumbai
Mumbai won by 10 wickets (with 12 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-mumbai-indians-72nd-match-548377/full-scorecard
"May 18, 2012, 68th match, Royals vs Chargers
Chargers won by 5 wickets (with 8 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-rajasthan-royals-68th-match-548373/full-scorecard
"May 13, 2012, 60th match, Royals vs Warriors
Royals won by 45 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-pune-warriors-60th-match-548365/full-scorecard
"May 10, 2012, 56th match, Royals vs Super Kings
Super Kings won by 4 wickets (with 11 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-chennai-super-kings-56th-match-548361/full-scorecard
"May 08, 2012, 52nd match, Royals vs Warriors
Royals won by 7 wickets (with 22 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-rajasthan-royals-52nd-match-548358/full-scorecard
"May 05, 2012, 48th match, Royals vs Kings XI
Royals won by 43 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-rajasthan-royals-48th-match-548354/full-scorecard
"May 01, 2012, 43rd match, Royals vs Daredevils
Daredevils won by 6 wickets (with 28 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-delhi-daredevils-43rd-match-548349/full-scorecard
"April 29, 2012, 39th match, Royals vs Daredevils
Daredevils won by 1 run",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-rajasthan-royals-39th-match-548345/full-scorecard
"April 23, 2012, 30th match, Royals vs RCB
RCB won by 46 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-royal-challengers-bangalore-30th-match-548336/full-scorecard
"April 21, 2012, 26th match, Royals vs Super Kings
Super Kings won by 7 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-rajasthan-royals-26th-match-548332/full-scorecard
"April 17, 2012, 20th match, Royals vs Chargers
Royals won by 5 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard
"April 15, 2012, 18th match, Royals vs RCB
Royals won by 59 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-rajasthan-royals-18th-match-548324/full-scorecard
"April 13, 2012, 15th match, Royals vs KKR
KKR won by 5 wickets (with 4 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
"April 11, 2012, 12th match, Royals vs Mumbai
Mumbai won by 27 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
"April 08, 2012, 7th match, Royals vs KKR
Royals won by 22 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-kolkata-knight-riders-7th-match-548312/full-scorecard
"April 06, 2012, 4th match, Royals vs Kings XI
Royals won by 31 runs",https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-kings-xi-punjab-4th-match-548309/full-scorecard
