data,scorecard
"April 18, 2010, 55th match, Daredevils vs Chargers
Chargers won by 11 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-deccan-chargers-55th-match-419160/full-scorecard
"April 15, 2010, 50th match, Daredevils vs Super Kings
Daredevils won by 6 wickets (with 8 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/chennai-super-kings-vs-delhi-daredevils-50th-match-419155/full-scorecard
"April 13, 2010, 47th match, Daredevils vs Mumbai
Mumbai won by 39 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-delhi-daredevils-47th-match-419152/full-scorecard
"April 11, 2010, 44th match, Daredevils vs Kings XI
Kings XI won by 7 wickets (with 8 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-kings-xi-punjab-44th-match-419149/full-scorecard
"April 07, 2010, 39th match, Daredevils vs KKR
KKR won by 14 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kolkata-knight-riders-vs-delhi-daredevils-39th-match-419144/full-scorecard
"April 04, 2010, 35th match, Daredevils vs RCB
Daredevils won by 37 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-royal-challengers-bangalore-35th-match-419140/full-scorecard
"March 31, 2010, 29th match, Daredevils vs Royals
Daredevils won by 67 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-rajasthan-royals-29th-match-419134/full-scorecard
"March 29, 2010, 26th match, Daredevils vs KKR
Daredevils won by 40 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131/full-scorecard
"March 25, 2010, 20th match, Daredevils vs RCB
Daredevils won by 17 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128/full-scorecard
"March 21, 2010, 15th match, Daredevils vs Chargers
Chargers won by 10 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-delhi-daredevils-15th-match-419120/full-scorecard
"March 19, 2010, 11th match, Daredevils vs Super Kings
Super Kings won by 5 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-chennai-super-kings-11th-match-419116/full-scorecard
"March 17, 2010, 9th match, Daredevils vs Mumbai
Mumbai won by 98 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-mumbai-indians-9th-match-419114/full-scorecard
"March 15, 2010, 6th match, Daredevils vs Royals
Daredevils won by 6 wickets (with 17 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/rajasthan-royals-vs-delhi-daredevils-6th-match-419111/full-scorecard
"March 13, 2010, 3rd match, Daredevils vs Kings XI
Daredevils won by 5 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kings-xi-punjab-vs-delhi-daredevils-3rd-match-419108/full-scorecard
