data,scorecard
"April 24, 2010, 3rd Place Play-off, Chargers vs RCB
RCB won by 9 wickets (with 37 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-royal-challengers-bangalore-3rd-place-play-off-419164/full-scorecard
"April 22, 2010, 2nd Semi-Final, Chargers vs Super Kings
Super Kings won by 38 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/chennai-super-kings-vs-deccan-chargers-2nd-semi-final-419163/full-scorecard
"April 18, 2010, 55th match, Chargers vs Daredevils
Chargers won by 11 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-deccan-chargers-55th-match-419160/full-scorecard
"April 16, 2010, 51st match, Chargers vs Kings XI
Chargers won by 5 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kings-xi-punjab-vs-deccan-chargers-51st-match-419156/full-scorecard
"April 12, 2010, 46th match, Chargers vs RCB
Chargers won by 13 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-royal-challengers-bangalore-46th-match-419151/full-scorecard
"April 10, 2010, 42nd match, Chargers vs Super Kings
Chargers won by 6 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-chennai-super-kings-42nd-match-419147/full-scorecard
"April 08, 2010, 40th match, Chargers vs RCB
Chargers won by 7 wickets (with 4 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/royal-challengers-bangalore-vs-deccan-chargers-40th-match-419145/full-scorecard
"April 05, 2010, 36th match, Chargers vs Royals
Royals won by 2 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-rajasthan-royals-36th-match-419141/full-scorecard
"April 03, 2010, 33rd match, Chargers vs Mumbai
Mumbai won by 63 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-deccan-chargers-33rd-match-419138/full-scorecard
"April 01, 2010, 30th match, Chargers vs KKR
KKR won by 24 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kolkata-knight-riders-vs-deccan-chargers-30th-match-419135/full-scorecard
"March 28, 2010, 25th match, Chargers vs Mumbai
Mumbai won by 41 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-mumbai-indians-25th-match-419130/full-scorecard
"March 26, 2010, 22nd match, Chargers vs Royals
Royals won by 8 wickets (with 26 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/rajasthan-royals-vs-deccan-chargers-22nd-match-419126/full-scorecard
"March 21, 2010, 15th match, Chargers vs Daredevils
Chargers won by 10 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-delhi-daredevils-15th-match-419120/full-scorecard
"March 19, 2010, 12th match, Chargers vs Kings XI
Chargers won by 6 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-kings-xi-punjab-12th-match-419117/full-scorecard
"March 14, 2010, 5th match, Chargers vs Super Kings
Chargers won by 31 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/chennai-super-kings-vs-deccan-chargers-5th-match-419110/full-scorecard
"March 12, 2010, 1st match, Chargers vs KKR
KKR won by 11 runs",https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/deccan-chargers-vs-kolkata-knight-riders-1st-match-419106/full-scorecard
