data,scorecard
"May 24, 2014, 53rd match, RCB vs Super Kings
Super Kings won by 8 wickets (with 14 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-chennai-super-kings-53rd-match-734035/full-scorecard
"May 22, 2014, 49th match, RCB vs KKR
KKR won by 30 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
"May 20, 2014, 46th match, RCB vs Sunrisers
Sunrisers won by 7 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/sunrisers-hyderabad-vs-royal-challengers-bangalore-46th-match-734021/full-scorecard
"May 18, 2014, 42nd match, RCB vs Super Kings
RCB won by 5 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-royal-challengers-bangalore-42nd-match-734013/full-scorecard
"May 13, 2014, 38th match, RCB vs Daredevils
RCB won by 16 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005/full-scorecard
"May 11, 2014, 35th match, RCB vs Royals
Royals won by 5 wickets (with 7 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999/full-scorecard
"May 09, 2014, 31st match, RCB vs Kings XI
Kings XI won by 32 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991/full-scorecard
"May 06, 2014, 27th match, RCB vs Mumbai
Mumbai won by 19 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983/full-scorecard
"May 04, 2014, 24th match, RCB vs Sunrisers
RCB won by 4 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977/full-scorecard
"April 28, 2014, 18th match, RCB vs Kings XI
Kings XI won by 5 wickets (with 7 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-royal-challengers-bangalore-18th-match-729313/full-scorecard
"April 26, 2014, 14th match, RCB vs Royals
Royals won by 6 wickets (with 42 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/rajasthan-royals-vs-royal-challengers-bangalore-14th-match-729305/full-scorecard
"April 24, 2014, 11th match, RCB vs KKR
KKR won by 2 runs",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-kolkata-knight-riders-11th-match-729299/full-scorecard
"April 19, 2014, 5th match, RCB vs Mumbai
RCB won by 7 wickets (with 15 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-mumbai-indians-5th-match-729287/full-scorecard
"April 17, 2014, 2nd match, RCB vs Daredevils
RCB won by 8 wickets (with 20 balls remaining)",https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/delhi-daredevils-vs-royal-challengers-bangalore-2nd-match-729281/full-scorecard
