data,scorecard
"May 22, 2022, 70th Match, Sunrisers vs Punjab Kings
Punjab Kings won by 5 wickets (with 29 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-punjab-kings-70th-match-1304116/full-scorecard
"May 17, 2022, 65th Match, Sunrisers vs Mumbai
Sunrisers won by 3 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-sunrisers-hyderabad-65th-match-1304111/full-scorecard
"May 14, 2022, 61st Match, Sunrisers vs KKR
KKR won by 54 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/kolkata-knight-riders-vs-sunrisers-hyderabad-61st-match-1304107/full-scorecard
"May 08, 2022, 54th Match, Sunrisers vs RCB
RCB won by 67 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-royal-challengers-bangalore-54th-match-1304100/full-scorecard
"May 05, 2022, 50th Match, Sunrisers vs Capitals
Capitals won by 21 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/delhi-capitals-vs-sunrisers-hyderabad-50th-match-1304096/full-scorecard
"May 01, 2022, 46th Match, Sunrisers vs Super Kings
Super Kings won by 13 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-chennai-super-kings-46th-match-1304092/full-scorecard
"April 27, 2022, 40th Match, Sunrisers vs Titans
Titans won by 5 wickets (with 0 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/gujarat-titans-vs-sunrisers-hyderabad-40th-match-1304086/full-scorecard
"April 23, 2022, 36th Match, Sunrisers vs RCB
Sunrisers won by 9 wickets (with 72 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/royal-challengers-bangalore-vs-sunrisers-hyderabad-36th-match-1304082/full-scorecard
"April 17, 2022, 28th Match, Sunrisers vs Punjab Kings
Sunrisers won by 7 wickets (with 7 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/punjab-kings-vs-sunrisers-hyderabad-28th-match-1304074/full-scorecard
"April 15, 2022, 25th Match, Sunrisers vs KKR
Sunrisers won by 7 wickets (with 13 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-kolkata-knight-riders-25th-match-1304071/full-scorecard
"April 11, 2022, 21st Match, Sunrisers vs Titans
Sunrisers won by 8 wickets (with 5 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-gujarat-titans-21st-match-1304067/full-scorecard
"April 09, 2022, 17th Match, Sunrisers vs Super Kings
Sunrisers won by 8 wickets (with 14 balls remaining)",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/chennai-super-kings-vs-sunrisers-hyderabad-17th-match-1304063/full-scorecard
"April 04, 2022, 12th Match, Sunrisers vs Super Giants
Super Giants won by 12 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-lucknow-super-giants-12th-match-1304058/full-scorecard
"March 29, 2022, 5th Match, Sunrisers vs Royals
Royals won by 61 runs",https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/sunrisers-hyderabad-vs-rajasthan-royals-5th-match-1304051/full-scorecard
