data,scorecard
"May 13, 2017, 53rd match, Guj Lions vs Sunrisers
Sunrisers won by 8 wickets (with 11 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-sunrisers-hyderabad-53rd-match-1082643/full-scorecard
"May 10, 2017, 50th match, Guj Lions vs Daredevils
Daredevils won by 2 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-delhi-daredevils-50th-match-1082640/full-scorecard
"May 07, 2017, 47th match, Guj Lions vs Kings XI
Guj Lions won by 6 wickets (with 2 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-gujarat-lions-47th-match-1082637/full-scorecard
"May 04, 2017, 42nd match, Guj Lions vs Daredevils
Daredevils won by 7 wickets (with 15 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/delhi-daredevils-vs-gujarat-lions-42nd-match-1082632/full-scorecard
"May 01, 2017, 39th match, Guj Lions vs Supergiant
Supergiant won by 5 wickets (with 1 ball remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/rising-pune-supergiant-vs-gujarat-lions-39th-match-1082629/full-scorecard
"April 29, 2017, 35th match, Guj Lions vs Mumbai
Match tied (Mumbai won the one-over eliminator)",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-mumbai-indians-35th-match-1082625/full-scorecard
"April 27, 2017, 31st match, Guj Lions vs RCB
Guj Lions won by 7 wickets (with 37 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/royal-challengers-bangalore-vs-gujarat-lions-31st-match-1082621/full-scorecard
"April 23, 2017, 26th match, Guj Lions vs Kings XI
Kings XI won by 26 runs",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-kings-xi-punjab-26th-match-1082616/full-scorecard
"April 21, 2017, 23rd match, Guj Lions vs KKR
Guj Lions won by 4 wickets (with 10 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/kolkata-knight-riders-vs-gujarat-lions-23rd-match-1082613/full-scorecard
"April 18, 2017, 20th match, Guj Lions vs RCB
RCB won by 21 runs",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-royal-challengers-bangalore-20th-match-1082610/full-scorecard
"April 16, 2017, 16th match, Guj Lions vs Mumbai
Mumbai won by 6 wickets (with 3 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/mumbai-indians-vs-gujarat-lions-16th-match-1082606/full-scorecard
"April 14, 2017, 13th match, Guj Lions vs Supergiant
Guj Lions won by 7 wickets (with 12 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-rising-pune-supergiant-13th-match-1082603/full-scorecard
"April 09, 2017, 6th match, Guj Lions vs Sunrisers
Sunrisers won by 9 wickets (with 27 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/sunrisers-hyderabad-vs-gujarat-lions-6th-match-1082596/full-scorecard
"April 07, 2017, 3rd match, Guj Lions vs KKR
KKR won by 10 wickets (with 31 balls remaining)",https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-kolkata-knight-riders-3rd-match-1082593/full-scorecard
