TEAMS,M,W,L,PT,NRR,YEAR,LOGO
CHENNAI SUPER KINGS,14,9,5,18,0.709,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
MUMBAI INDIANS,14,8,6,16,-0.043,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
ROYAL CHALLENGERS BANGALORE,14,7,5,16,1.037,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
RAJASTHAN ROYALS,14,7,5,16,0.062,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
KOLKATA KNIGHT RIDERS,14,7,6,15,0.253,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
SUNRISERS HYDERABAD,14,7,7,14,-0.239,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
DELHI DAREDEVILS,14,5,8,11,-0.049,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
KINGS XI PUNJAB,14,3,11,6,-1.436,2015,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
